query_id,estrategia,versao,query_text,modelo,rank,doc_id,score,relevante_para_query_original
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,9,992,14.021327960771181,False
50,Remocao de termos + generalizacao,original,what are the effects of small amounts of gas rarefaction on the characteristics of the boundary layers on slender bodies of revolution .,BM25,10,435,13.602743234933993,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,1,1301,0.33827455111489363,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,2,192,0.2628979333517706,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,3,498,0.2468821183564247,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,4,326,0.23334135892724772,True
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,5,1263,0.22287571936125275,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,6,410,0.21911864151084953,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,7,1274,0.20715771237202457,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,8,1149,0.20362268118117707,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,9,337,0.1976921463591217,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,Vetorial,10,1319,0.19667583300625632,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,1,1301,12.413595025853303,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,2,326,12.34357447689943,True
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,3,1274,12.224333903287175,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,4,1319,12.1257363462876,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,5,435,11.870950871703691,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,6,1263,11.730153220312452,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,7,192,11.317325040227631,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,8,353,11.29474722719602,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,9,421,11.156272096772986,False
50,Remocao de termos + generalizacao,modificada,what are the effects of gas rarefaction on the characteristics of the boundary layers on bodies of revolution .,BM25,10,410,11.133833369978387,False
